date,rank,song,artist,last_week,peak_rank,weeks_on_board
1987-09-05,87,I Won't Forget You,Poison,87.0,87,231
1990-10-06,70,Something To Believe In,Poison,70.0,70,231
1989-05-27,83,Secret Rendezvous,Karyn White,83.0,83,231
1958-09-15,65,It's Only Make Believe,Conway Twitty,65.0,65,231
2009-12-19,67,According To You,Orianthi,67.0,67,231
1975-08-30,88,Sky High,Jigsaw,88.0,88,231
1984-06-30,77,The Warrior,Scandal Featuring Patty Smyth,77.0,77,231
2015-05-23,89,Classic Man,Jidenna Featuring Roman GianArthur,89.0,89,231
2001-04-07,94,She Couldn't Change Me,Montgomery Gentry,94.0,94,231
2006-10-21,80,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,80.0,80,231
1988-10-22,79,I Remember Holding You,Boys Club,79.0,79,231
1993-09-18,90,Just Kickin' It,Xscape,90.0,90,231
1996-03-09,68,"1, 2, 3, 4 (Sumpin' New)",Coolio,68.0,68,231
1985-09-14,57,You Belong To The City,Glenn Frey,57.0,57,231
2011-03-19,89,My Last,Big Sean Featuring Chris Brown,97.0,89,231
1981-05-23,86,Hearts,Marty Balin,86.0,86,231
1977-04-30,80,You And Me,Alice Cooper,80.0,80,231
2020-03-14,98,Sunday Best,Surfaces,98.0,98,231
1991-05-18,94,Temptation,Corina,94.0,94,231
2019-11-23,78,Tusa,Karol G & Nicki Minaj,78.0,78,231
1979-03-24,86,The Logical Song,Supertramp,86.0,86,231
1985-04-20,70,The Search Is Over,Survivor,70.0,70,231
1980-10-25,80,"De Do Do Do, De Da Da Da",The Police,80.0,80,231
1987-11-07,68,Candle In The Wind,Elton John,68.0,68,231
1980-05-03,65,Little Jeannie,Elton John,65.0,65,231
1973-02-24,85,Drift Away,Dobie Gray,85.0,85,231
1988-10-29,60,Every Rose Has Its Thorn,Poison,60.0,60,231
1976-10-23,68,You Make Me Feel Like Dancing,Leo Sayer,68.0,68,231
1988-06-04,95,Fast Car,Tracy Chapman,95.0,95,231
1981-12-19,83,One Hundred Ways,Quincy Jones Featuring James Ingram,83.0,83,231
2003-11-29,94,Through The Wire,Kanye West,94.0,94,231
1990-06-02,91,Make You Sweat,Keith Sweat,91.0,91,231
1989-03-18,89,"Rock On (From ""Dream A Little Dream"")",Michael Damian,89.0,89,231
1977-02-12,96,Southern Nights,Glen Campbell,96.0,96,231
1988-02-27,86,Two Occasions,The Deele,86.0,86,231
1990-09-08,72,Ice Ice Baby,Vanilla Ice,72.0,72,231
1998-12-05,57,Miami,Will Smith,57.0,57,231
1994-09-24,84,Playaz Club,Rappin' 4-Tay,84.0,84,231
1991-08-10,72,Running Back To You,Vanessa Williams,72.0,72,231
1998-03-07,84,Let's Ride,Montell Jordan Feat. Master P & Silkk The Shocker,84.0,84,231
1997-05-24,5,Say You'll Be There,Spice Girls,5.0,5,231
2017-07-29,25,Praying,Kesha,25.0,25,231
2002-04-20,77,Oh Boy,Cam'Ron Featuring Juelz Santana,77.0,77,231
1989-10-28,88,Was It Nothing At All,Michael Damian,88.0,88,231
2002-08-31,50,Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",50.0,50,231
1987-10-17,95,Crazy,Icehouse,95.0,95,231
1988-02-13,88,Electric Blue,Icehouse,88.0,88,231
1973-03-24,98,Pillow Talk,Sylvia (r&b),98.0,98,231
2009-09-26,92,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,79.0,92,231
2018-04-21,62,One Kiss,Calvin Harris & Dua Lipa,62.0,62,231
1989-06-24,65,Cold Hearted,Paula Abdul,65.0,65,231
2020-02-29,49,Dior,Pop Smoke,49.0,49,231
2008-07-12,79,One Step At A Time,Jordin Sparks,79.0,79,231
1987-09-26,73,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes,73.0,73,231
2009-05-23,29,Fire Burning,Sean Kingston,29.0,29,231
1976-10-09,74,Stand Tall,Burton Cummings,74.0,74,231
1983-09-17,92,Cum On Feel The Noize,Quiet Riot,92.0,92,231
1975-02-01,97,Before The Next Teardrop Falls,Freddy Fender,97.0,97,231
1983-10-29,88,Holiday,Madonna,88.0,88,231
2008-05-24,97,Get Like Me,David Banner Featuring Chris Brown,97.0,97,231
2001-07-28,72,Be Like That,3 Doors Down,72.0,72,231
1958-12-08,94,Stagger Lee,Lloyd Price,94.0,94,231
1986-04-19,95,Your Wildest Dreams,The Moody Blues,95.0,95,231
1977-06-25,70,Way Down,Elvis Presley,70.0,70,231
1996-07-06,72,Macarena,Los Del Rio,72.0,72,231
1999-07-17,77,American Woman,Lenny Kravitz,77.0,77,231
1982-09-18,78,A Penny For Your Thoughts,Tavares,78.0,78,231
1991-02-23,75,Baby Baby,Amy Grant,75.0,75,231
1987-11-14,73,Hazy Shade Of Winter,The Bangles,73.0,73,231
1976-08-28,70,The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,70.0,70,231
2018-08-11,100,Drunk Me,Mitchell Tenpenny,83.0,100,231
2002-09-14,85,When The Last Time,Clipse,85.0,85,231
2000-08-26,64,You're A God,Vertical Horizon,64.0,64,231
1989-09-30,88,The Angel Song,Great White,88.0,88,231
1993-06-12,77,If I Had No Loot,Tony Toni Tone,77.0,77,231
1981-08-22,86,"She's A Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton,86.0,86,231
1986-07-05,77,Friends And Lovers,Carl Anderson & Gloria Loring,77.0,77,231
1986-05-17,86,Mad About You,Belinda Carlisle,86.0,86,231
2000-12-09,46,Love Don't Cost A Thing,Jennifer Lopez,46.0,46,231
2016-10-01,98,X,21 Savage & Metro Boomin Featuring Future,98.0,98,231
1984-01-14,47,Jump,Van Halen,47.0,47,231
1986-06-21,96,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,96.0,96,231
1978-09-09,87,I Just Wanna Stop,Gino Vannelli,87.0,87,231
1966-08-27,99,Born Free,Roger Williams,99.0,99,231
2003-12-06,98,F**k It (I Don't Want You Back),Eamon,98.0,98,231
1982-09-18,80,Rock This Town,Stray Cats,80.0,80,231
1958-09-08,95,The Ballad Of Thunder Road,Robert Mitchum,95.0,95,231
1984-05-26,36,Dancing In The Dark,Bruce Springsteen,36.0,36,231
1982-11-13,85,Goody Two Shoes,Adam Ant,85.0,85,231
2017-02-18,48,Slippery,Migos Featuring Gucci Mane,48.0,48,231
1989-10-28,83,Just Between You And Me,Lou Gramm,83.0,83,231
1987-09-26,72,Heaven Is A Place On Earth,Belinda Carlisle,72.0,72,231
1970-05-23,99,Spill The Wine,Eric Burdon And War,99.0,99,231
1985-05-11,67,You Give Good Love,Whitney Houston,67.0,67,231
1962-08-11,87,I Left My Heart In San Francisco,Tony Bennett,87.0,87,231
1978-11-11,85,I Was Made For Dancin',Leif Garrett,85.0,85,231
2008-08-09,96,Spotlight,Jennifer Hudson,96.0,96,231
2001-03-31,73,Fiesta,R. Kelly Featuring Jay-Z,73.0,73,231
1986-11-08,96,At This Moment,Billy Vera & The Beaters,96.0,96,231
1990-07-21,58,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,58.0,58,231
1981-09-12,82,Steal The Night,Stevie Woods,82.0,82,231
2016-04-02,10,Dangerous Woman,Ariana Grande,10.0,10,231
1977-11-19,94,More Than A Woman,Tavares,94.0,94,231
1986-05-10,85,Danger Zone,Kenny Loggins,85.0,85,231
2004-03-13,81,Roses,OutKast,81.0,81,231
1988-06-04,71,I Don't Wanna Live Without Your Love,Chicago,71.0,71,231
2013-08-10,2,Best Song Ever,One Direction,2.0,2,231
2015-12-19,87,Down In The DM,Yo Gotti Featuring Nicki Minaj,87.0,87,231
2011-01-01,9,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,9.0,9,231
1976-08-14,60,If You Leave Me Now,Chicago,60.0,60,231
1989-12-16,91,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,91.0,91,231
1976-06-05,79,You'll Never Find Another Love Like Mine,Lou Rawls,79.0,79,231
1976-06-05,86,Heaven Must Be Missing An Angel (part 1),Tavares,86.0,86,231
1987-03-28,96,You Keep Me Hangin' On,Kim Wilde,96.0,96,231
1990-03-31,96,Ready Or Not,After 7,96.0,96,231
1981-05-02,82,You Make My Dreams,Daryl Hall John Oates,82.0,82,231
2017-04-22,94,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,94.0,94,231
1972-03-11,97,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",97.0,97,231
1983-10-15,89,Stay With Me Tonight,Jeffrey Osborne,89.0,89,231
2014-04-19,98,Come With Me Now,KONGOS,98.0,98,231
2011-03-26,86,Homeboy,Eric Church,99.0,86,231
2021-01-16,94,Hell Of A View,Eric Church,99.0,94,231
2006-12-23,100,Throw Some D's,Rich Boy Featuring Polow Da Don,100.0,100,231
2007-09-22,88,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,88.0,88,231
2011-09-03,3,She Will,Lil Wayne Featuring Drake,3.0,3,231
1990-02-17,80,The Heart Of The Matter,Don Henley,80.0,80,231
1978-09-02,90,How Much I Feel,Ambrosia,90.0,90,231
1986-04-19,61,There'll Be Sad Songs (To Make You Cry),Billy Ocean,61.0,61,231
2002-06-01,95,The Impossible,Joe Nichols,95.0,95,231
1983-10-15,80,Time Will Reveal,Debarge,80.0,80,231
1992-03-14,63,Live And Learn,Joe Public,63.0,63,231
1991-12-21,67,I'm Too Sexy,Right Said Fred,67.0,67,231
1991-08-10,58,Do Anything,Natural Selection,58.0,58,231
1978-11-18,35,Too Much Heaven,Bee Gees,35.0,35,231
1960-03-14,99,Lonely Weekends,Charlie Rich,99.0,99,231
1975-03-08,53,Philadelphia Freedom,The Elton John Band,53.0,53,231
1984-12-01,56,Lover Boy,Billy Ocean,56.0,56,231
1998-06-27,23,Ghetto Supastar (That Is What You Are),Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,23.0,23,231
1981-11-14,90,Love In The First Degree,Alabama,90.0,90,231
2019-07-20,3,Goodbyes,Post Malone Featuring Young Thug,3.0,3,231
2019-11-30,95,Homesick,Kane Brown,95.0,95,231
1994-10-01,94,I Belong To You/How Many Ways,Toni Braxton,94.0,94,231
1999-11-27,85,My Best Friend,Tim McGraw,85.0,85,231
2001-01-13,79,Stranger In My House,Tamia,79.0,79,231
2006-12-16,81,Ice Box,Omarion,81.0,81,231
1987-06-27,84,La Bamba,Los Lobos,84.0,84,231
1976-07-10,79,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,79.0,79,231
1994-01-08,95,Dunkie Butt (Please Please Please),12 Gauge,95.0,95,231
1986-11-01,82,Someday,Glass Tiger,82.0,82,231
1962-03-17,80,Stranger On The Shore,Mr. Acker Bilk,80.0,80,231
1984-04-21,46,The Reflex,Duran Duran,46.0,46,231
1985-09-07,43,Part-Time Lover,Stevie Wonder,43.0,43,231
1983-10-15,81,Baby I Lied,Deborah Allen,81.0,81,231
1976-09-04,79,Beth/Detroit Rock City,KISS,79.0,79,231
1987-09-05,75,I've Been In Love Before,Cutting Crew,75.0,75,231
1981-07-18,70,Who's Crying Now,Journey,70.0,70,231
1982-03-20,77,The Other Woman,Ray Parker Jr.,77.0,77,231
2002-12-28,25,All I Have,Jennifer Lopez Featuring LL Cool J,25.0,25,231
2004-11-27,41,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,41.0,41,231
1977-12-17,88,Thunder Island,Jay Ferguson,88.0,88,231
2016-10-08,57,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,89.0,57,231
1983-02-12,75,Der Kommissar,After The Fire,75.0,75,231
1973-11-24,98,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,98.0,98,231
1990-10-27,99,Hard To Handle,The Black Crowes,99.0,99,225
2017-11-11,84,Candy Paint,Post Malone,84.0,84,222
2017-09-23,86,Greatest Love Story,LANCO,86.0,86,215
2017-09-16,41,F**k Love,XXXTENTACION Featuring Trippie Redd,41.0,41,214
2017-09-02,97,I Could Use A Love Song,Maren Morris,97.0,97,213
2020-12-05,71,Cry Baby,Megan Thee Stallion Featuring DaBaby,95.0,71,210
1994-06-25,79,Always In My Heart,Tevin Campbell,79.0,79,210
1991-08-31,35,Emotions,Mariah Carey,35.0,35,210
1996-03-09,74,Only Happy When It Rains,Garbage,74.0,74,210
1995-03-18,93,Close To You,Fun Factory,93.0,93,210
1995-12-30,89,Fu-Gee-La,Fugees,89.0,89,210
1992-01-18,88,Beauty And The Beast,Celine Dion And Peabo Bryson,88.0,88,210
2019-07-06,98,Cash Shit,Megan Thee Stallion Featuring DaBaby,98.0,98,210
2001-10-27,71,Riding With Private Malone,David Ball,71.0,71,210
1999-02-06,69,I Still Believe,Mariah Carey,69.0,69,210
1996-07-27,46,Stupid Girl,Garbage,46.0,46,210
1996-07-13,17,I Can't Sleep Baby (If I),R. Kelly,17.0,17,210
2000-04-08,90,Yes!,Chad Brock,90.0,90,210
1993-07-17,80,"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,80.0,80,210
1997-09-13,1,Honey,Mariah Carey,1.0,1,210
1992-02-08,91,Boom! I Got Your Boyfriend,MC Luscious,91.0,91,210
1975-11-15,57,Times Of Your Life,Paul Anka,57.0,57,210
1995-07-22,82,I Wanna B With U,Fun Factory,82.0,82,210
1996-03-16,62,"Keep On, Keepin' On (From ""Sunset Park"")",MC Lyte Featuring Xscape,62.0,62,210
2004-05-29,70,Still In Love,Teena Marie Featuring Baby,70.0,70,210
1993-07-17,89,Ruffneck,MC Lyte,89.0,89,210
1999-01-23,75,You Were Mine,Dixie Chicks,75.0,75,210
1994-10-22,53,Living In Danger,Ace Of Base,53.0,53,210
2005-04-16,97,Chariot,Gavin DeGraw,97.0,97,210
1998-07-18,37,Cruel Summer,Ace Of Base,37.0,37,210
1991-10-26,97,I've Got A Lot To Learn About Love,The Storm,97.0,97,210
1986-04-12,73,Crush On You,The Jets,73.0,73,210
1996-11-30,67,Cold Rock A Party,MC Lyte,67.0,67,210
1993-09-11,89,Everybody Hurts,R.E.M.,89.0,89,210
2018-07-21,79,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,88.0,79,210
1988-04-16,79,Make It Real,The Jets,79.0,79,210
1991-11-16,42,Can't Let Go,Mariah Carey,42.0,42,210
2005-07-23,90,Play,David Banner,90.0,90,210
2016-06-04,39,Me Too,Meghan Trainor,39.0,39,210
2000-11-25,97,Bow Wow (That's My Name),Lil Bow Wow,97.0,97,210
2016-03-26,11,No,Meghan Trainor,11.0,11,210
2013-03-02,77,Bugatti,Ace Hood Featuring Future & Rick Ross,77.0,77,210
1976-01-03,98,Dream Weaver,Gary Wright,98.0,98,210
2003-04-26,97,Like A Pimp,David Banner Featuring Lil' Flip,97.0,97,210
2003-08-23,75,Tough Little Boys,Gary Allan,75.0,75,210
2008-03-01,57,Touch My Body,Mariah Carey,57.0,57,210
2004-07-17,88,No Problem,Lil Scrappy,88.0,88,210
1991-09-14,70,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,70.0,70,210
1998-12-26,79,When A Woman's Fed Up,R. Kelly,79.0,79,210
1994-03-26,75,Pumps And A Bump,M.C. Hammer,75.0,75,210
2008-08-02,55,Paper Planes,M.I.A.,55.0,55,210
2003-12-13,70,I Wanna Do It All,Terri Clark,70.0,70,210
2010-05-15,95,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,95.0,95,210
2002-05-11,84,Days Go By,Dirty Vegas,84.0,84,210
1987-09-19,84,The One I Love,R.E.M.,84.0,84,210
2012-12-22,99,Neva End,Future,99.0,99,210
1993-02-27,91,Dedicated,R. Kelly & Public Announcement,91.0,91,210
2012-03-24,74,Midnight City,M83.,74.0,74,210
2002-11-09,79,I Just Wanna Be Mad,Terri Clark,79.0,79,210
1983-03-26,54,Let's Dance,David Bowie,54.0,54,210
1994-09-24,54,"What's The Frequency, Kenneth?",R.E.M.,54.0,54,210
2001-04-07,83,Right Where I Need To Be,Gary Allan,83.0,83,210
1973-03-03,96,I'm Doin' Fine Now,New York City,96.0,96,210
2011-05-21,14,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,14.0,14,210
1994-07-23,93,Action,Terror Fabulous Featuring Nadine Sutherland,93.0,93,210
1990-06-30,63,Have You Seen Her,M.C. Hammer,63.0,63,210
2000-10-07,80,Without You,Dixie Chicks,80.0,80,210
1999-11-27,79,Cowboy Take Me Away,Dixie Chicks,79.0,79,210
2002-05-18,70,The One,Gary Allan,70.0,70,210
2007-11-10,89,Watching Airplanes,Gary Allan,89.0,89,210
2012-08-25,89,Turn On The Lights,Future,89.0,89,210
1991-11-09,61,2 Legit 2 Quit,M.C. Hammer,61.0,61,210
1992-02-22,74,Make It Happen,Mariah Carey,74.0,74,210
2015-07-11,81,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,81.0,81,210
1983-04-02,83,Try Again,Champaign,83.0,83,210
2018-01-20,98,Red Roses,Lil Skies Featuring Landon Cube,98.0,98,210
2006-09-30,100,Money In The Bank,Lil Scrappy Featuring Young Buck,100.0,100,210
1991-12-07,84,Addams Groove,M.C. Hammer,84.0,84,210
1997-10-18,76,So Help Me Girl,Gary Barlow,76.0,76,210
1994-05-14,72,Your Body's Callin',R. Kelly,72.0,72,210
1998-05-09,2,My All,Mariah Carey,2.0,2,210
1995-11-18,4,You Remind Me Of Something,R. Kelly,4.0,4,210
1974-11-23,87,Free Bird,Lynyrd Skynyrd,87.0,87,210
2005-11-05,95,Turn It Up,Chamillionaire Featuring Lil' Flip,95.0,95,210
1985-12-14,93,Beat's So Lonely,Charlie Sexton,93.0,93,210
2003-07-19,70,Thoia Thoing,R. Kelly,70.0,70,210
2005-01-29,53,It's Like That,Mariah Carey,53.0,53,210
2015-07-04,87,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,87.0,87,210
2004-09-18,75,Nothing On But The Radio,Gary Allan,75.0,75,210
2002-06-22,67,Long Time Gone,Dixie Chicks,67.0,67,210
2016-05-07,73,Wicked,Future,73.0,73,210
1996-05-11,78,"Theme From Mission: Impossible (From ""Mission: Impossible"")",Adam Clayton & Larry Mullen,78.0,78,210
2007-03-03,90,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),90.0,90,210
1998-09-05,93,Wide Open Spaces,Dixie Chicks,93.0,93,210
1990-10-13,62,Impulsive,Wilson Phillips,62.0,62,210
2004-05-15,74,Ocean Avenue,Yellowcard,74.0,74,210
1975-08-23,88,Who Loves You,The 4 Seasons,88.0,88,210
1998-12-05,64,You Get What You Give,New Radicals,64.0,64,210
2021-06-26,16,Thot Shit,Megan Thee Stallion,16.0,16,210
2001-10-27,77,Wrapped Up In You,Garth Brooks,77.0,77,210
1992-05-30,13,I'll Be There,Mariah Carey,13.0,13,210
1995-11-11,30,Beautiful Life,Ace Of Base,30.0,30,210
2008-10-18,17,Light On,David Cook,17.0,17,210
1997-12-06,71,32 Flavors,Alana Davis,71.0,71,210
1996-02-17,90,I Will Survive,Chantay Savage,90.0,90,210
2000-08-19,48,Bounce With Me,Lil Bow Wow Featuring Xscape,48.0,48,210
2016-02-13,91,My Church,Maren Morris,91.0,91,210
1996-03-02,22,Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,22.0,22,210
2002-09-28,74,Prayer,Disturbed,74.0,74,210
2015-04-18,98,Commas,Future,98.0,98,210
2010-07-10,94,If I Had You,Adam Lambert,94.0,94,210
2003-01-04,78,Man To Man,Gary Allan,78.0,78,210
2016-03-12,88,The Sound Of Silence,Disturbed,88.0,88,210
2012-10-20,78,Every Storm (Runs Out Of Rain),Gary Allan,78.0,78,210
1993-05-08,90,Hero,David Crosby & Phil Collins,90.0,90,210
1995-11-04,75,Where Ever You Are,Terry Ellis,75.0,75,210
2019-03-02,84,Eyes On You,Chase Rice,84.0,84,210
2007-05-26,79,Same Girl,R. Kelly Duet With Usher,79.0,79,210
2018-03-31,9,Freaky Friday,Lil Dicky Featuring Chris Brown,9.0,9,210
2003-04-05,74,What Would You Do?,The Isley Brothers Featuring Ronald Isley,74.0,74,210
2002-02-02,65,Hands Clean,Alanis Morissette,65.0,65,210
2020-12-05,12,Body,Megan Thee Stallion,12.0,12,210
2021-06-12,75,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,75.0,75,210
2011-03-05,37,Backseat,New Boyz Featuring The Cataracs & Dev,37.0,37,210
1994-11-19,96,Foolin' Around,Changing Faces,96.0,96,210
2008-06-07,3,The Time Of My Life,David Cook,3.0,3,210
2019-08-03,82,Hate Me,Ellie Goulding & Juice WRLD,82.0,82,210
2001-11-24,62,Where Were You (When The World Stopped Turning),Alan Jackson,62.0,62,210
2000-10-07,71,E.I.,Nelly,71.0,71,210
2012-10-20,100,How Country Feels,Randy Houser,100.0,100,210
1993-05-01,76,More And More,Captain Hollywood Project,76.0,76,210
2018-04-14,16,Be Careful,Cardi B,16.0,16,210
2007-03-24,95,Please Don't Go,Tank,95.0,95,210
1995-09-09,89,Sentimental,Deborah Cox,89.0,89,210
2003-02-08,74,That'd Be Alright,Alan Jackson,74.0,74,210
2002-03-23,96,Give It To Her,Tanto Metro & Devonte,96.0,96,210
2021-02-20,2,Up,Cardi B,2.0,2,210
2014-05-03,92,We Dem Boyz,Wiz Khalifa,92.0,92,210
2019-03-02,5,Please Me,Cardi B & Bruno Mars,5.0,5,210
2003-08-30,77,Wave On Wave,Pat Green,77.0,77,210
2018-01-06,14,Bartier Cardi,Cardi B Featuring 21 Savage,14.0,14,210
2018-04-21,28,Ring,Cardi B Featuring Kehlani,28.0,28,210
2000-05-13,86,I Disappear,Metallica,86.0,86,210
1996-08-31,34,If Your Girl Only Knew,Aaliyah,34.0,34,210
2013-05-25,91,Runnin' Outta Moonlight,Randy Houser,91.0,91,210
2001-03-17,71,Maybe I Deserve,Tank,71.0,71,210
1998-07-18,91,So Into You,Tamia,91.0,91,210
1976-09-25,68,Muskrat Love,Captain & Tennille,68.0,68,210
2002-08-24,67,I Care 4 U,Aaliyah,67.0,67,210
1977-11-12,87,Short People,Randy Newman,87.0,87,210
1994-09-03,69,At Your Best (You Are Love),Aaliyah,69.0,69,210
2009-03-14,54,All The Above,Maino Featuring T-Pain,54.0,54,210
1999-09-11,75,We Can't Be Friends,Deborah Cox With R.L.,75.0,75,210
1996-02-03,74,Who Do U Love,Deborah Cox,74.0,74,210
2003-06-14,75,Come Over,Aaliyah,75.0,75,210
2000-01-29,84,I Don't Wanna,Aaliyah,84.0,84,210
1998-03-21,68,Imagination,Tamia,68.0,68,210
1985-09-07,94,And She Was,Talking Heads,94.0,94,210
1989-12-09,97,Personal Jesus,Depeche Mode,97.0,97,210
1983-07-30,84,Burning Down The House,Talking Heads,84.0,84,210
2002-04-20,63,Hella Good,No Doubt,63.0,63,210
1994-07-30,75,Take It Easy,Mad Lion,75.0,75,210
2012-12-22,57,Love And War,Tamar Braxton,57.0,57,210
2008-05-24,99,Good Time,Alan Jackson,99.0,99,210
2002-03-16,78,Drive (For Daddy Gene),Alan Jackson,78.0,78,210
1993-07-10,73,Ooh Child,Dino,73.0,73,210
2016-08-13,46,Tiimmy Turner,Desiigner,46.0,46,210
2001-03-17,43,Survivor,Destiny's Child,43.0,43,210
1998-08-08,46,I Still Love You,Next,46.0,46,210
2011-08-20,92,In The Dark,Dev,92.0,92,210
2019-02-09,65,Put A Date On It,Yo Gotti Featuring Lil Baby,65.0,65,210
2009-12-26,99,Halfway Gone,Lifehouse,99.0,99,210
2015-09-12,94,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",94.0,94,210
1970-08-29,65,Lola,The Kinks,65.0,65,210
2015-03-21,48,I Really Like You,Carly Rae Jepsen,48.0,48,210
1997-10-18,89,One More Night,Amber,89.0,89,210
1992-01-25,96,What Goes Around Comes Around,Giggles,96.0,96,210
1993-06-05,62,Can't Get Enough Of Your Love,Taylor Dayne,62.0,62,210
2008-02-02,97,Whatever It Takes,Lifehouse,97.0,97,210
1990-03-24,93,I'll See You In My Dreams,Giant,93.0,93,210
1996-12-14,65,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,65.0,65,210
1988-11-05,81,Don't Rush Me,Taylor Dayne,81.0,81,210
1999-05-29,70,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,70.0,70,210
1996-07-13,92,The Things That You Do,Gina Thompson,92.0,92,210
1988-04-23,57,Foolish Beat,Debbie Gibson,57.0,57,210
2000-03-25,75,I Wish,Carl Thomas,75.0,75,210
1958-09-01,74,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,74.0,74,210
1999-06-19,84,"Bills, Bills, Bills",Destiny's Child,84.0,84,210
1991-08-24,47,Enter Sandman,Metallica,47.0,47,210
1999-09-25,87,Bug A Boo,Destiny's Child,87.0,87,210
1997-10-04,24,The One I Gave My Heart To,Aaliyah,24.0,24,210
2000-11-25,77,Emotional,Carl Thomas,77.0,77,210
2003-02-22,64,Hell Yeah,Ginuwine Featuring Baby,64.0,64,210
1993-07-10,84,Chattahoochee,Alan Jackson,84.0,84,210
2002-08-03,69,Stingy,Ginuwine,69.0,69,210
1999-07-17,68,So Anxious,Ginuwine,68.0,68,210
2003-06-14,72,In Those Jeans,Ginuwine,72.0,72,210
1992-02-29,91,Nu Nu,Lidell Townsell,91.0,91,210
1981-03-21,77,Living Inside Myself,Gino Vannelli,77.0,77,210
2001-09-29,65,Emotion,Destiny's Child,65.0,65,210
1995-07-15,96,Sugar Hill,AZ,96.0,96,210
1996-06-08,10,Until It Sleeps,Metallica,10.0,10,210
1997-05-17,47,It's No Good,Depeche Mode,47.0,47,210
1995-11-18,12,Diggin' On You,TLC,12.0,12,210
2004-10-02,64,Dare You To Move,Switchfoot,64.0,64,210
2015-07-18,36,Cool For The Summer,Demi Lovato,36.0,36,210
2013-03-16,12,Heart Attack,Demi Lovato,12.0,12,210
1998-03-21,8,Frozen,Madonna,8.0,8,210
2015-08-08,60,How Deep Is Your Love,Calvin Harris & Disciples,60.0,60,210
1998-02-14,87,Romeo And Juliet,Sylk-E. Fyne Featuring Chill,87.0,87,210
2013-12-14,64,Let It Go,Demi Lovato,64.0,64,210
2014-11-08,68,Outside,Calvin Harris Featuring Ellie Goulding,99.0,68,210
1982-08-28,89,Nobody,Sylvia,89.0,89,210
1992-07-04,35,This Used To Be My Playground,Madonna,35.0,35,210
2017-03-18,34,Slide,Calvin Harris Featuring Frank Ocean & Migos,34.0,34,210
2014-09-27,31,Blame,Calvin Harris Featuring John Newman,31.0,31,210
2012-05-12,89,Let's Go,Calvin Harris Featuring Ne-Yo,89.0,89,210
2002-08-17,67,Aerials,System Of A Down,67.0,67,210
2005-04-16,74,B.Y.O.B.,System Of A Down,74.0,74,210
1992-08-22,94,Have You Ever Needed Someone So Bad,Def Leppard,94.0,94,210
2015-10-10,84,Confident,Demi Lovato,58.0,84,210
2010-06-12,91,Teach Me How To Dougie,Cali Swag District,91.0,91,210
1977-02-26,81,When I Need You,Leo Sayer,81.0,81,210
